review_hash,helpful_vote_count,cons,is_incentivised,anonymous,date,title_translated,languagecode,cons_translated,pros,reviewng,author,title,is_moderated,hotel_id,stayed_room_info,user_new_badges,review_id,is_trivial,travel_purpose,pros_translated,countrycode,average_score,tags
a71ca571034bc13f,0,,0,,2019-12-25 18:27:17,,en-us,,Dukes is amazing!!!,1,"{'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'city': '', 'age_group': '', 'name': 'Eric', 'helpful_vote_count': 0, 'nr_reviews': 0, 'user_id': 372215092, 'countrycode': 'us'}",The stay was great but the hotel could use a little updating and the local public restrooms need al.,0,181109,"{'checkin': '2019-12-20', 'room_id': 18110907, 'room_name': 'King or Queen Room', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg'}, 'checkout': '2019-12-25'}",[],4520661666,0,leisure,,us,2.40000009536743,[]
5d2997e2f69a7e80,1,The parking fees are so much. I want a more reasonable price and offer weekly rates.,0,,2019-12-14 23:19:46,,en-us,,The rooms were always cleaned. The employees are very helpful and all courteous. They also very helpful with everything I needed.,1,"{'type': 'solo_traveller', 'type_string': 'Solo traveller', 'city': '', 'age_group': '', 'user_id': 0, 'countrycode': 'gu', 'helpful_vote_count': 1, 'name': 'Marilyn', 'nr_reviews': 0}",I enjoy the serve and wonderful employees.,0,181109,"{'checkin': '2019-12-08', 'room_id': 18110907, 'room_name': 'King or Queen Room', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'photo_id': 60372632, 'ratio': 1.5}, 'checkout': '2019-12-14'}",[],4519995814,0,business,,gu,3.20000004768372,[]
beb999b33a40e594,1,Very tiny room and bathroom. Bit noisy - I could hear both sets of neighboring rooms and could hear the cleaning staff chatting in the hallways.,0,,2019-10-11 00:50:22,,en-gb,,Standard hotel room with cable tv. Good bar. Good staff.,1,"{'age_group': '', 'city': '', 'nr_reviews': 0, 'helpful_vote_count': 1, 'name': 'Bruce', 'countrycode': 'au', 'user_id': 158039746, 'type_string': 'Solo traveller', 'type': 'solo_traveller'}",Good,0,181109,"{'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg'}, 'room_name': 'King or Queen Room', 'checkout': '2019-09-18', 'checkin': '2019-09-14', 'room_id': 18110907}",[],4512104446,0,leisure,,au,3.0,[]
d7a412f50a9b8e65,0,,0,,2019-09-28 19:14:54,,en-gb,,Good,1,"{'name': 'Zully', 'helpful_vote_count': 0, 'nr_reviews': 0, 'user_id': 14190946, 'countrycode': 'ca', 'city': '', 'age_group': '', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends'}",Pleasant,0,181109,"{'room_id': 18110907, 'checkin': '2019-09-18', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg'}, 'room_name': 'King or Queen Room', 'checkout': '2019-09-24'}",[],4509836546,0,leisure,,ca,2.79999995231628,[]
01dc564275aa7223,3,Because of the central location it can be noisy at night if you have one of the lower rooms closer to the street that you access from the outside. For such a large complex the laundry is small and there seemed to be a lineup a lot of the time. Valet parking seemed expensive so it’s just something to be aware of.,0,,2019-08-11 17:35:41,,en-us,,"Great staff, very accommodating.  Central location.  Fitness centre is small but adequate. Bed are comfortable and the rooms are clean.",1,"{'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'age_group': '', 'city': '', 'countrycode': 'au', 'user_id': 190662914, 'nr_reviews': 0, 'helpful_vote_count': 3, 'name': 'Natalie'}",Fabulous,0,181109,"{'checkout': '2019-08-11', 'room_name': 'Deluxe Double Room with Two Double Beds', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372675.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372675.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372675.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372675.jpg', 'ratio': 1.5, 'photo_id': 60372675}, 'checkin': '2019-08-08', 'room_id': 18110910}",[],4498804313,0,leisure,,au,3.5,[]
ff47da37580cde32,0,$50 valet parking per nite,0,,2022-08-09 16:53:57,,en-us,,,1,"{'type_string': 'Solo traveller', 'type': 'solo_traveller', 'name': 'Efren', 'helpful_vote_count': 0, 'nr_reviews': 0, 'user_id': 392343863, 'countrycode': 'mx', 'city': '', 'age_group': ''}",Bad,0,181109,"{'room_name': 'King or Queen Room', 'checkout': '2022-08-08', 'photo': {'photo_id': 60372632, 'ratio': 1.5, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg'}, 'checkin': '2022-08-02', 'room_id': 18110907}",[],3253755630,0,leisure,,mx,0.400000005960464,[]
b915d5cbe21993de,0,"You can't change the location. As a senior I found it very loud. I will chose a different location next time.
A young man with loud pipes on his car woke me up at 3:30am on a Wednesday night. That was a shock.
I was on Oahu for eye surgery and needed my sleep. Obviously your location is geared toward a younger
crowd. Now I know.
The shower stall was too small to bend over and rinse.",0,,2022-08-07 09:15:22,,en-gb,,"The room was nice, comfortable and spacious.",1,"{'name': 'John', 'helpful_vote_count': 0, 'nr_reviews': 0, 'user_id': 133304850, 'countrycode': 'us', 'city': '', 'age_group': '', 'type_string': 'Solo traveller', 'type': 'solo_traveller'}",Almost everything was great. The staff was very impressive. I would come back again if,0,181109,"{'room_id': 18110907, 'checkin': '2022-08-02', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg'}, 'room_name': 'King or Queen Room', 'checkout': '2022-08-04'}",[],4593177836,0,leisure,,us,1.60000002384186,[]
9336196c60272ac2,0,No microwave in room,0,,2022-07-01 03:31:25,,en-us,,located in good area,1,"{'type_string': 'Solo traveller', 'type': 'solo_traveller', 'age_group': '', 'city': '', 'nr_reviews': 0, 'name': 'Monica', 'helpful_vote_count': 0, 'countrycode': 'us', 'user_id': 234850764}",wonderful,0,181109,"{'checkout': '2022-06-18', 'room_name': 'King or Queen Room', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632}, 'room_id': 18110907, 'checkin': '2022-06-14'}",[],3601986446,0,leisure,,us,4.0,[]
ad4f346cacdd546e,0,"in need of maintenance and repair. door handle broke off, ironing board fell apart, deck on balcony never cleaned and required daily wiping, even scrubbing from pigeon poo. (everywhere). So disappointing as a balcony was one of our necessities. Room was cleaned once in a week’s stay.",0,,2022-04-27 18:19:29,,en-us,,,1,"{'city': '', 'age_group': '', 'helpful_vote_count': 0, 'name': 'Lila', 'nr_reviews': 0, 'user_id': 15653012, 'countrycode': 'ca', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends'}",Staff and front desk doing the best they can.  Not good value and certainly not how it is rated.,0,181109,"{'checkin': '2022-04-19', 'room_id': 18110907, 'checkout': '2022-04-26', 'room_name': 'King or Queen Room', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'ratio': 1.5, 'photo_id': 60372632, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg'}}",[],2103944006,0,leisure,,ca,1.60000002384186,[]
201a42d8fd6990e8,0,Very small outdated room. Carpet was sticky. Bathroom is extremely small. The whole room smell moldy,0,,2022-01-15 10:08:42,,en-us,,,1,"{'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'nr_reviews': 0, 'helpful_vote_count': 0, 'name': 'Linh', 'countrycode': 'vn', 'user_id': 120270706, 'age_group': '', 'city': ''}",Disappointing,0,181109,"{'room_name': 'King or Queen Room', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'photo_id': 60372632, 'ratio': 1.5, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg'}, 'checkout': '2022-01-14', 'checkin': '2022-01-13', 'room_id': 18110907}",[],4573375030,0,leisure,,vn,1.60000002384186,[]
f22c23b67eb1be4e,0,,0,,2021-11-27 06:15:25,,en-us,,location was good,1,"{'city': '', 'age_group': '', 'user_id': 5938884, 'countrycode': 'ca', 'helpful_vote_count': 0, 'name': 'Selenge', 'nr_reviews': 0, 'avatar': 'https://lh3.googleusercontent.com/a/AATXAJwMtW2xpk4-4rdnXqX_Zv04OdCHxKKevB94auEw=s96-c64', 'type': 'solo_traveller', 'type_string': 'Solo traveller'}",Passable,0,181109,"{'room_id': 18110907, 'checkin': '2021-11-21', 'room_name': 'King or Queen Room', 'checkout': '2021-11-26', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/603/60372632.jpg', 'photo_id': 60372632, 'ratio': 1.5, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/603/60372632.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/603/60372632.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/603/60372632.jpg'}}",[],3283652598,0,leisure,,ca,2.0,[]
0611665bdefb363d,0,,0,,2022-07-16 02:50:15,,en-gb,,"great location, big comfortable rooms, daily house keeping and friendly staff",1,"{'type': 'review_category_group_of_friends', 'city': '', 'user_id': 227802048, 'age_group': '', 'type_string': 'Group of friends', 'nr_reviews': 0, 'name': 'Sophie', 'countrycode': 'gb', 'helpful_vote_count': 0}",Great Hotel to enjoy Wakiki,0,180611,"{'checkin': '2022-07-01', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/208/208979934.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/208/208979934.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/208/208979934.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/208/208979934.jpg', 'photo_id': 208979934, 'ratio': 1.59994155464641}, 'room_name': 'Specialty Queen Room with Two Queen Beds and City View', 'checkout': '2022-07-15', 'room_id': 18061130}",[],2975831659,0,leisure,,gb,3.59999990463257,[]
53893516e4a5346b,0,"Breakfast, pipes in wall",0,,2022-07-11 21:47:41,,en-gb,,Location,1,"{'name': 'André', 'helpful_vote_count': 0, 'countrycode': 'de', 'type_string': 'Group of friends', 'nr_reviews': 0, 'age_group': '', 'user_id': 154919003, 'type': 'review_category_group_of_friends', 'city': ''}",Nice stay,0,180611,"{'checkout': '2022-07-06', 'room_id': 18061129, 'room_name': 'Specialty King Room with Ocean View', 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/841/84160564.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/841/84160564.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/841/84160564.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/841/84160564.jpg', 'ratio': 1.49985561651747, 'photo_id': 84160564}, 'checkin': '2022-07-02'}",[],2124815921,0,leisure,,de,2.79999995231628,[]
