,cons_translated,languagecode,user_new_badges,helpful_vote_count,is_incentivised,reviewng,is_trivial,hotel_id,average_score,countrycode,cons,date,review_id,stayed_room_info,pros,is_moderated,title,anonymous,title_translated,review_hash,pros_translated,author,tags,travel_purpose
10,,en-us,[],0,0,1,0,245830,3.59999990463257,us,The bartender/waiter in the bar/restaurant was rude and not interested in customer service at all. The bar was pretty limited and he stopped serving drinks almost an hour before it was closing. Disappointing for guests that would rather relax and chill in the hotel for the evening. Couldn't figure out the train stop right near the hotel. One day the housekeepers did not service our room and we didn't have anything on the door saying do not clean.,2022-03-29 15:24:42,4578118640,"{'checkout': '2022-01-02', 'photo': {'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141869.jpg', 'photo_id': 40141869, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141869.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141869.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141869.jpg'}, 'checkin': '2021-12-26', 'room_id': 24583005, 'room_name': 'Standard Twin Room - Non-Smoking'}","The location was PERFECT! Very close to the train station, several nearby food options and loads of shopping. Front desk was helpful in ordering us taxis.",0,"Perfect location, comfortable stay, bar/lounge total let-down!",,,289602f4ece3aead,,"{'city': '', 'countrycode': 'us', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'helpful_vote_count': 0, 'age_group': '', 'user_id': 23452727, 'nr_reviews': 0, 'name': 'Ladonna', 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GhgrAopi6uFhsjwLp8BbAQfFuKmZwe_L7wUlkYUqA=s96-c64'}",[],leisure
11,,en-gb,[],0,0,1,0,245830,3.59999990463257,ch,Room small like always in Japan... Otherwise nothing negative to say at least not for the low rate due to Covid.,2022-03-27 06:51:11,4577875190,"{'room_name': 'Economy Double Room - Non-Smoking', 'checkout': '2022-03-26', 'room_id': 24583006, 'checkin': '2022-03-23', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'photo_id': 40141804, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg'}}","Great locations, very quite, right next to Shinjuku Train Station. No waiting for elevators. Just all good",0,Fabulous,,,c308c02a6b9a6b48,,"{'user_id': 51446701, 'age_group': '', 'name': 'Patrick', 'avatar': 'https://cf.bstatic.com/xdata/images/xphoto/square64/30047226.jpg?k=c1cd8c468d856f8685d80f2021c8f0558b01434a1e8ce8744f1c9b8f4ac6f447&o=?t=1504369657', 'nr_reviews': 0, 'countrycode': 'ch', 'city': '', 'type': 'solo_traveller', 'helpful_vote_count': 0, 'type_string': 'Solo traveller'}",[],leisure
12,,en-gb,[],0,0,1,0,245830,3.59999990463257,gb,,2022-03-24 13:12:52,3378096329,"{'checkout': '2022-03-24', 'room_id': 24583006, 'checkin': '2022-03-23', 'photo': {'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'photo_id': 40141804, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg'}, 'room_name': 'Economy Double Room - Non-Smoking'}","All staff were really friendly and patient, even with my bad Japanese! Location close to Shinjuku station is great if you have lots of luggage or tired from a long trip. The room was comfortable, and being able to watch Netflix on the TV was really relaxing during the evening. Also, the water system is purified so you can drink from it but also feels great on your skin. My skin felt amazing after a bath. I would stay at this hotel again and reccomend to anyone who needs a hotel near Shinjuku station.",0,Fabulous,,,b3d2f0d7f6af65f7,,"{'helpful_vote_count': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'countrycode': 'gb', 'city': '', 'name': 'Molly', 'nr_reviews': 0, 'user_id': 112486543, 'age_group': ''}",[],leisure
13,,en-gb,[],0,0,1,0,245830,3.59999990463257,au,,2021-12-27 23:36:29,4572154457,"{'room_name': 'Economy Double Room - Non-Smoking', 'room_id': 24583006, 'checkout': '2021-12-27', 'checkin': '2021-12-25', 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'photo_id': 40141804, 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg'}}",Very clean and convenient,0,Fabulous,,,32cc838476b64a3c,,"{'age_group': '', 'user_id': 27912105, 'nr_reviews': 0, 'name': 'Tes108', 'avatar': 'https://graph.facebook.com/v2.9/1033290724/picture?type=square&height=64&width=64', 'city': '', 'countrycode': 'au', 'helpful_vote_count': 0, 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends'}",[],leisure
14,,en-us,[],0,0,1,0,245830,3.20000004768372,jp,The washing machines are limited and the dryers doesnt dry well. I think they should put nicer machines there. I stayed for 10 days and its always busy.,2021-11-23 13:31:05,3081301015,"{'checkout': '2021-11-23', 'checkin': '2021-11-13', 'room_id': 24583006, 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'ratio': 1.50243902439024, 'photo_id': 40141804, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg'}, 'room_name': 'Economy Double Room - Non-Smoking'}",The cleaners are really nice!,0,Very good,,,20f884d85f46bd25,,"{'countrycode': 'jp', 'city': '', 'helpful_vote_count': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'user_id': 425236955, 'age_group': '', 'name': 'Jerick', 'nr_reviews': 0}",[],business
15,,en-us,[],0,0,1,0,245830,3.59999990463257,jp,It was my expection on room. My bad. But not that bad actually. I was expecting huge area. Can you recommend me next time the bigger one? Thank you so much it was a wonderful stay. I would definitely come back for another stay.,2021-11-02 10:50:39,4568511453,"{'room_name': 'Economy Double Room - Non-Smoking', 'checkin': '2021-11-01', 'checkout': '2021-11-02', 'room_id': 24583006, 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'photo_id': 40141804, 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg'}}",I loved the front desk. They served well much more than what i expected. Thank you,0,Fabulous,,,85f1cc20143ad7b3,,"{'countrycode': 'jp', 'city': '', 'type': 'review_category_group_of_friends', 'helpful_vote_count': 0, 'type_string': 'Group of friends', 'user_id': 0, 'age_group': '', 'name': 'Jessa', 'nr_reviews': 0}",[],leisure
16,,en-us,[],1,0,1,0,245830,2.79999995231628,jp,,2021-09-17 11:06:17,4563990175,"{'checkout': '2021-09-17', 'checkin': '2021-09-12', 'room_id': 24583006, 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'photo_id': 40141804, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg'}, 'room_name': 'Economy Double Room - Non-Smoking'}","It was very nice , comfy and also had a great time",0,Pleasant,,,52903cc239caa8c8,,"{'nr_reviews': 0, 'name': 'Sowmya', 'age_group': '', 'user_id': 0, 'type_string': 'Group of friends', 'helpful_vote_count': 1, 'type': 'review_category_group_of_friends', 'city': '', 'countrycode': 'jp'}",[],leisure
17,,en-us,[],0,0,1,0,245830,3.20000004768372,jp,,2021-08-20 05:22:12,3613419262,"{'checkout': '2021-08-16', 'checkin': '2021-08-15', 'room_id': 24583006, 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'photo_id': 40141804, 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg'}, 'room_name': 'Economy Double Room - Non-Smoking'}","I like how it’s close to the stations, and it’s very convenient for the tourist because there are many restaurants and convenience stores near the hotel and the staff are very accomodating.",0,Very good,,,7961117535950c98,,"{'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'helpful_vote_count': 0, 'countrycode': 'jp', 'city': '', 'name': 'Bea', 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GgbeAvbkOUVOm4KF0zP9Ppvx2gjsvUngJKrHklj=s96-c64', 'nr_reviews': 0, 'user_id': 507934477, 'age_group': ''}",[],leisure
18,,en-us,[],0,0,1,0,245830,2.79999995231628,us,No hooks on the walls for hanging things. Bathroom exhaust fan didn’t work,2021-07-10 02:50:12,2379551871,"{'checkin': '2021-07-04', 'checkout': '2021-07-05', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'ratio': 1.50243902439024, 'photo_id': 40141804, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg'}, 'room_id': 24583006, 'room_name': 'Economy Double Room - Non-Smoking'}","Great price, great location, very clean, comfortable bed, friendly staff",0,Great value,,,8bf0fcbe38e7317c,,"{'age_group': '', 'user_id': 162819241, 'nr_reviews': 0, 'name': 'Steven', 'city': '', 'countrycode': 'us', 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'helpful_vote_count': 0}",[],leisure
19,,en-us,[],0,0,1,0,245830,2.79999995231628,us,,2021-07-08 13:01:12,4555102180,"{'room_name': 'Superior Single Room - Non-Smoking', 'checkout': '2021-06-11', 'checkin': '2021-06-04', 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40157993.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40157993.jpg', 'photo_id': 40157993, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40157993.jpg', 'ratio': 1.50243902439024, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40157993.jpg'}, 'room_id': 24583004}",Location,0,Pleasant,,,2992fcca1761d8bd,,"{'helpful_vote_count': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'countrycode': 'us', 'city': '', 'name': 'Yoshiko', 'nr_reviews': 0, 'user_id': 0, 'age_group': ''}",[],leisure
20,,en-us,[],0,0,1,0,245830,3.59999990463257,us,,2021-06-28 06:51:40,3373287423,"{'room_name': 'Superior Single Room - Non-Smoking', 'checkin': '2021-06-25', 'checkout': '2021-06-27', 'room_id': 24583004, 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40157993.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40157993.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40157993.jpg', 'photo_id': 40157993, 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40157993.jpg'}}",Perfect hotel in a great location!,0,Great stay!,,,1b4b7c3960175cde,,"{'user_id': 309115172, 'age_group': '', 'name': 'Abigail', 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GgPYyk9tOzT817BG0zrMfNcZkejjSpbLwvtbZ-g=s96-c64', 'nr_reviews': 0, 'countrycode': 'us', 'city': '', 'helpful_vote_count': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller'}",[],leisure
21,,en-gb,[],0,0,1,0,245830,3.20000004768372,jp,Fridge only had 1 temperature setting and no ice box/freezer compartment.,2021-06-18 13:37:41,2335885350,"{'checkout': '2021-06-18', 'room_id': 24583006, 'checkin': '2021-06-13', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'photo_id': 40141804, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'ratio': 1.50243902439024, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg'}, 'room_name': 'Economy Double Room - Non-Smoking'}",Good size room,0,Good size room,,,2cdad782d3e95dfa,,"{'helpful_vote_count': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'city': '', 'countrycode': 'jp', 'nr_reviews': 0, 'name': 'Stephen', 'age_group': '', 'user_id': 3327356}",[],business
22,,en-gb,[],1,0,1,0,245830,3.59999990463257,us,I wish they give the me the room they advertise when I book it.,2021-06-08 07:26:23,4552665025,"{'room_name': 'Economy Double Room - Non-Smoking', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'photo_id': 40141804, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg'}, 'checkout': '2021-05-07', 'checkin': '2021-05-04', 'room_id': 24583006}",The staff is very friendly and attentive.,0,Fabulous,,,7132d4193ee30483,,"{'city': '', 'countrycode': 'us', 'helpful_vote_count': 1, 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'age_group': '', 'user_id': 219268510, 'nr_reviews': 0, 'name': 'Hector'}",[],business
23,,en-us,[],0,0,1,0,245830,3.59999990463257,us,Soap and shampoo have a strange odor.,2021-05-31 17:47:34,2982742583,"{'checkin': '2021-05-03', 'checkout': '2021-05-04', 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/401/40141804.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/401/40141804.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/401/40141804.jpg', 'ratio': 1.50243902439024, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/401/40141804.jpg', 'photo_id': 40141804}, 'room_id': 24583006, 'room_name': 'Economy Double Room - Non-Smoking'}","Almost everything—staff, comfort, location, rate",0,Repeat customer,,,0214551446865a9c,,"{'type_string': 'Solo traveller', 'helpful_vote_count': 0, 'type': 'solo_traveller', 'countrycode': 'us', 'city': '', 'name': 'Alan', 'nr_reviews': 0, 'user_id': 251826310, 'age_group': ''}",[],leisure
