location_id,text,name
19735637,"Excellent views - not very difficult hike I hiked the crater with my son. I am 61 and he is 37. We both found it easier than we expected - though we took the easier path instead of the seemingly never-ending steps towards the top of the hike. We took the bus (No.2) from central Waikiki at 7.15am, arriving at the Diamond Head State Monument bus stop c7.30am. It was important to us to try the hike early in the morning to try to avoid the crowds and the heat later in the day. We avoided the heat but even at 7.30am there were very few car parking spaces (making us glad that we had taken the bus) indicating that it was already busy. Its $5 each (without a car) and off you go. The path is smooth initially then it’s quite rough so needs attention as you climb. The ascent took us about 35 minutes with several sight-seeing stops and without rushing. The view from the top is amazing. The sea, volcanic rock, mountains, greenery and especially the view of Waikiki is well worth the effort. Going down can be tricky due to the rough path and the fact that others are coming up (it’s just one path going up and down - and it’s narrow). We walked back to our hotel in central Waikiki in about 40 minutes from the end of the hike. We didn’t stop at the food vans because they were pretty busy. Well worth doing.",Diamond Head Crater Hike
634758,Educational We took our son to the Aviation Museum. He enjoyed seeing the planes and the maps. My husband loves History so he knew all the history and could explain it with visuals the museum offered.,Pearl Harbor Aviation Museum
634758,"Great selection of Aeroplanes A 10 min bus journey from the main museum area , but if you want to see the USS Missouri, ( a must), then go here also, loads to see.",Pearl Harbor Aviation Museum
634758,"Goosebumps The collection of warbirds and jets is very impressive and absolutely a must while visiting the historical site of Pearl Harbor. Understanding that you are on a key spot of the world’s history, in the hangars where the bullet holes of December 7th 1941 are still visible, on the runway which was bombed, looking at the legendary control tower,.. gives you goosebumps.",Pearl Harbor Aviation Museum
2471943,"BEST Stand-Up Paddle instructor, class and fitness program on Oahu! If you want to try stand up paddle, this is the company to call. I'm a ""local"" and have been a devoted SUP fan since first learning from father & son team, Reid and Matt Inouye of PCF over 6 years ago.  Matt is now the owner and lead instructor who conducts introductory beginner class and also holds regular workout classes on SUP, 7 times a week. PCF is the only licensed SUP operator at Ala Moana Beach park. While it seems easy to get started on SUP, proper technique, safety, knowledge of paddle and board types are key. With Matt and his team, you get expert instruction, lots of encouragement. The fitness class is the best and varies every time. You never get bored. There's ""boot"" camp, sprint/endurance, ocean/surf paddling and more. All levels are accommodated. If you plan to SUP on vacation or want to try a new fitness program, PCF is it.",Paddle Core Fitness
2471943,"Matt was great! My husband and I wanted to try stand-up paddle (SUP) on our vacation on Oahu.  A friend recommended we go down to Ala Moana beach and check out someone there who rented paddleboards.  The lifeguard knew Matt Inouye with Paddle Core Fitness Hawaii was in the beach parking lot and was able to connect us with him.  What a great guy!  We had decided to try SUP on our own after watching some teaching videos and Matt was willing to rent us some boards for an hour following a class of his.  He gave us some tips and encouragement and we headed out onto the water on our own and had a blast.  If we'd had more time and little more in the budget, we definitely would have taken a class with Matt!  He was knowledgeable, friendly, helpful, and encouraging and we can't recommend him highly enough.",Paddle Core Fitness
2471943,"Best of the Best Matt had my wife and I paddle boarding in 15 minutes and we are 60 years old. Matt taught us the basics, gave us confidence almost immediately.  Matt took us through a series of short actions that built to a mile paddle board trek with Matt at our side all the way.  Matt is the best at what he does regardless of your age.  This is the only place to go, if you want to learn quickly and properly.  Thanks Matt.",Paddle Core Fitness
15150300,Great place If you have kids ages 2-14 this place is alot of fun for them.  Nice place to have a bday party as well.  Plenty of room. Plentiful TV's for parents to sit and veg while their children jump.  Staff was good and very helpful.,iTrampoline Hawaii
10266468,amazing Amazing experience even with two kid 10 and 12.  My husband aloso love the experience and it was is firts time,Yoga Floats
10266468,Grounding on vacation This was a great way to start the day. Everyone was patient and kind. This experience is fun and much easier than you think.,Yoga Floats
10266468,"A great experience! This was my first SUP yoga class and it was so much fun!  I am a Pilates instructor, so I was looking for a new challenge and a little adventure, and this class definitely delivered!  I emailed with a couple of questions in advance, and the owner was not only prompt and helpful with her replies, but also helped me quickly when I needed to reschedule for a different day.  The instructor was great, gave different level options, and was a very effective teacher.  I definitely want to do it again!",Yoga Floats
5859033,"Great guide, terrible day to fish.  We met Jake to start our day. He’s a friendly and knowledgeable guide.   We just happened to pick a day where we didn’t catch a thing.  Not his fault, just one of those days.  It’s a lot ofWalking in the water, so be prepared for that.  Not my style of fishing. 😊but my son loved it.  Jake tried really hard to land a fish or two.  No doubt about that.",HI Tide Fishing
5859033,Chasing BIG Ghosts Had the pleasure of fishing a half day with Jake of Hi Tide.  This was my first experience on a bonefish flat.  Jake gave me plenty of shots at some sizable bones but I just couldn’t connect.  This is a first class operation and I will definitely book Jesse and his crew again!,HI Tide Fishing
5859033,"My First Bonefish on a Fly! Was on a short visit to Oahu to see my daughter and carved out some time on Father's Day to do a 1/2 day fishing outing. If it wasn't such a short visit I would have done a full day. But even with just a half day, the trip couldn't have been better. We launched out of the Keehi Small boat harbor and didn't waste anytime, making a quick run to a large nearby flat. Jesse got us to the right spots on the flats, wasn't long before he was seeing fish and gave me good directions so I could get my eyes on them, too. I got ample shots at lots of fish, had two hooks ups. Landed one and the other cut me off on some coral after making a screaming long run. That's fishing. I probably could have gotten more if my casting was a little better. With Jesse's great help and direction you don't necessarily need to be an expert fly fisherman to have a successful day.  Jesse is very knowledgeable and experienced. He is very personable and I enjoyed talking fishing while we scanned for bones. Also his boat is in great shape and well rigged for bonefishing.Getting my first bonefish on a fly was an awesome experience and helped make for a great Father's Day. I was glad I booked Jesse and would definitely go out with him again next time I'm on Oahu. .",HI Tide Fishing
2322668,A ukulele players must do! The Kanilea tour should be on every ukulele player's must do list when in Oahu.  As I toured the shop it was evident from the tour leader to the craftsmen that they all take temendous pride in the craftmanship of building ukuleles.  They blend the latest in precision cutting machines with time proven work by hand as each ukulele makes its way from raw wood to finished instrument.  On the day of my tour I was fortunate to find Joe Sousa on the floor overseeing the precision fret board cuts on an  ebony blank.  He took the time to greet me and explain the process in detail.  It's evident that his attention to detail and love of ukulele resonates throughout the factory.,Kanile`a `Ukulele
2322668,A Uke factory tour of interest to players and those who appreciate art/craftsmanship! I can recommend this factory tour as both an informative and entertaining event when visiting Oahu.   I'm the ukulele player and it was SUPER interesting to learn how a mid-range to high end ukulele that you can only dream of is built!   The owner's son is very passionate and knowledgeable giving a fast paced tour that shows how high tech and real artisans work together to build fantastic instruments.   We had a group of 4 and even those who aren't into the Uke at all really enjoyed the tour.,Kanile`a `Ukulele
2322668,Amazing Experience! We had the most amazing time touring the Kanile’a ukulele factory. We got to see first hand how their ukulele’s are hand made right here in Hawaii. The tour shows step by step how the ukulele’s are made from start to finish by highly skilled local luthiers. It is a family run business committed to preserving the natural beauty of Hawaii through reforestation. If you already own a Kanile’a ukulele or are thinking about purchasing one of their beautiful instruments the tour is a must see!,Kanile`a `Ukulele
17431305,"Known as Moku‘ume to Ancient Hawaiians At the time of the attack on Pearl Harbor on December 7, 1941, Ford Island’s coastline was home to nine of the Navy’s battleships.  Seaplanes were based here as well. Access to the island is a controlled entry point on the bridge.  Before the bridge was built, the only way to get off and on was by ferry.  It is open to military and DoD personnel and those who are a part of a tour group. On the island are several naval facilities, the Navy Inn, military housing, Nob Hill, Luke Field, and Hospital Point. It also has four main groups of military housing: Nob Hill, Luke Field, and Battleship Cove.  Ancient Hawaiians used this place for a fertility ritual. The Hawaiians called it Moku’ume’ume and could be thought of one of the first incidents of mate swapping. However, the ancient Hawaiians believed this practice to be a means to increase the birth rate.",Ford Island Historical Trail
17431305,Ford Island Ford island has great walking trails with very convenient places to park. Areas have the location and historical information about the ship that was parked there during the attack on Pearl Harbor. The museum is excellent! The views of the Arizona memorial from Ford island are worth it!,Ford Island Historical Trail
17431305,"Relaxing day out Once walk field with history. USS Utah Memorial on this path. Kids friendly trail and also will expand their knowledge of the past. You can walk it, bicke it, roller skate it...",Ford Island Historical Trail
15184726,ハワイの空の下、海の上で寝るのが気持ちいい SUPヨガの朝の部に参加しました。アラモアナにあるマジックアイランドで行います。マジックアイランドのライフガードタワーで待ち合わせなのですが、ライフガードタワーってビーチの至るところにある白い監視用の建物なので、まだハワイをよく知らない私は何処からがマジックアイランドでどのタワーなのか分からず困りました。地元の方にアラモアナビーチを奥に進むとマジックアイランドだと教えて貰ったので、とにかく奥の方の白いタワーの辺りでうろうろしてるとSUPヨガの方はこちらですー！と声をかけて貰えました。案内には、荷物はロッカーもないしビーチに置くのも推奨しないと書いてあった為、スマホもホテルに置いてタオルとバス代のお金だけ持って行きました。万が一盗難に遭った時の保証が出来ないのでそう書いてあるのだと思いますが、一応荷物はツアー会社のバンに置く事が出来ますので、スマホ持って行けば良かったなーと思いました。SUPヨガは中々バランスを保つのが難しく、数回海に落ちてしまいましたが、海が綺麗で天候も晴れ、5月の後半で暖かかったので気持ち良かったです。最後にボードの上に寝転がってリラックスする時間ぎあるのですが、これが本当に気持ちいいです。陸の上のヨガに比べて決して安くはないなと思いますが、楽しかったので、また次回もやりたいと思いました。,Kapalili Hawaii
23758298,"Memorable evening with excellent singing, dancing (hula and American styles) & delicious food in a historical venue! Where to start! We had such a wonderful time at the Liberty Luau. The hula dancers, singing, dancing, and food were all excellent! We felt so privileged to experience such high quality entertainment in a real original airplane hangar at Pearl Harbor. Prior to the entertainment, we were instantly greeted with Mai Tais, smiles and a hilarious man dressed up like General MacArthur. Everyone was dressed to the 9's in 1940's style. We even got to experience a real flight simulator; not recommended for the weak of stomach! Some of the staff of the aviation museum were there to answer questions about all of the historical displays and airplanes in the museum before the festivities began.  All of the people working the event were incredibly professional and friendly. The food was delicious and service attentive and personal. If you are looking for a high-end luau and also want to experience a real slice of Pearl Harbor's unique history, this experience is for you and not one you will likely forget! Plus, proceeds go towards the aviation museum (non-profit) which educates the public on the important history of this place.",Liberty Luau at Pearl Harbor
9776158,"Navy Marine Golf Course, Oahu, Hawaii. I've now played about a dozen games of golf at the US military course, Navy Marine Golf Course and have found that it's very well managed and a fabulous course on which to play golf.",Navy Marine Golf Course
9776158," Favorite!!! We have been playing Navy Marine for years and absolutely love it  very forgiving, beautifully manicured and well kept.  Fast greens. Not crazy about the turf on driving range and chipping area not close to range but this is not a big deal compared to the joy of playing this course.",Navy Marine Golf Course
9776158,Great golfing fun From Ohio. Golfing in Hawaii in January at a well manicured course. Superb greens. Moderately challenging. Great customer service. Not known for restaurant food. Sorry must be a veteran or guest of a veteran. So glad I had opportunity to golf here. I Will be back!!,Navy Marine Golf Course
132005,Nice quiet garden but skippable This was the only thing we could find worth doing in the Downtown area of Honolulu (avoid Chinatown as it’s not a pleasant area!)It is a pleasant and quiet garden with a range of beautiful plants. There are mosquitoes so use plenty of mosquito repellant.By no means essential so skip this if short on time. We only did it as we’re in the area. Can spend as little as 15 mins or as long as an hour depending on how leisurely you take it.,Foster Botanical Gardens
132005,Amazing place to visit near downtown - well worth a visit We were pleasantly surprised about how beautiful these gardens are!  We really enjoyed walking around and seeing all the old trees and beautiful sights.,Foster Botanical Gardens
132005,Pretty cool trees  The botanical garden was nice! There are more plants/trees than flowers. A couple of the trees were huge and amazing. The bird watching was pretty cool! I think spending about an hour here is sufficient.,Foster Botanical Gardens
261239,"Interesting if in the area but skippable This is an interesting modern art museum featuring Hawaiian artists where the art focussed on the Hawaiian culture, geography and spirit. Some interesting political artwork and photographs highlighting Hawaii’s modern struggles, particularly against the USA. Staff are helpful and happy to answer questions about the art. It’s quite a small exhibit, we took around 45 mins to go round everything and we were taking our time. Skippable if you’re short of time but if you’re in the area worth dropping by (particularly as it is free). Very nearby to Iolani palace which is why we were in the area.",Hawaii State Art Museum
261239,"Good museum for a quick detour This is a great museum for a quick stop but it is rather small. The building is huge but most of it is still used as government offices. There are only 3 small galleries plus a small sculpture garden at present. When I went, the galleries were mainly about self determination of the Hawaiian people. It's very information if you enjoy learning about some history. Probably not the best place for young children. I was able to walk through the entire museum in approximately 35-40 minutes. No need to pay for the full two hours of street parking like I did. Good stop if you want to find something to do while waiting for another destination to open.",Hawaii State Art Museum
261239,"A must see! Beautiful museum. I was so impressed. I cannot believe we missed this on our previous trips to Hawaii. The tropical gardens surrounding it are stunning. I was surprised how many amazing artists were born in Hawaii or lived in Hawaii. Plenty of family friendly activities, so many photo opportunities, and a absolute must see. And there aren't even any admission fees!!!!",Hawaii State Art Museum
108472,"Largest Sheltered Body of Water Kane'ohe Bay stretches from the Mokapu Peninsula, home of the U.S. Marine Corps, and is Mokoli'i Island or Chinamen’s Hat.  The bay is the largest sheltered body of water in the Hawaiian Islands and is home to the largest saltwater sandbar in the world. It is known for fishing, kayaking and boating.",Kane'ohe Bay
108472,Beautiful bay Worth a visit!  Absolutely beautiful - caution re swimming though as there are sharks at some times of the year,Kane'ohe Bay
108472,"GORGEOUS!!! Beautiful drivie or snorkle along Kaneohe Bay.  Be environmentally conscious of this glorious place, please.",Kane'ohe Bay
107578,"Nice gardens and lake near Waikiki Ho’omaluhia Botanical Garden, Kaneohe, OahuAbout 30mins from Waikiki is Ho’omaluhia Botanical Garden with Hawaiian and tropical plants and a man-made lake where large carp line the lake perimeter waiting to be fed. The gardens opens at 9am and entry is free. An online map displays the walking paths and facilities. Then you can drive to Manoa Falls on the way back to Waikiki.#HoomaluhiaBotanicalGarden",Hoomaluhia Botanical Gardens
107578,"Huge botanical garden This is a HUGE, free botanical garden. If you like plants, please go. This is really big, and I would advise you to go by car so you can walk in between sections more easily and stop whenever you want or go prepared to walk a bit. This is really pretty and amazing place to go.",Hoomaluhia Botanical Gardens
107578,Peaceful and relaxing. This is a well cared for botanical garden. Several sections representing flora from all over the world. Easy drive to each. Nice short walks. I enjoyed sitting in the middle of a section just listening to the birds. Hardly anyone there. Wish I was there now.,Hoomaluhia Botanical Gardens
23753650,"Amazing and Beautiful Area To Hike Our family went for a hike at Keaiwa Heiau State Recreation Area and it was beautiful.  It is such a lovely place to spend time with some wonderful views along the way.  We are a pretty fit family so this took us about 1 1/2 hrs but we had heard from elsewhere online it took some people 3 hours to hike.  I would say if you do the whole loop you do need some decent fitness.  We will definitely revisit this area to hike the next time we are in in O'ahu.  We loved the fact too that there was no charge for entrance into this state park and we were able to easily park.  We did this hike during summer and I would definitely recommend that you make sure you wear a hat, slap on some sunscreen, take water and some snacks.  (I was going to post some photos too but as I am the first one posting for the state recreation area I don't seem to be able to upload photos to show the beauty of this place).",Keaiwa Heiau State Recreation Area
12785515,Hidden Gem Without question this is a hidden gem. There is a walking path to beach access with very few people around 6:30am - 7:00am. The beach area was quiet and the morning sun and waves offered great pictures.  Worth stopping by if in the area.,Diamond Head Beach Park
12785515,"Surfers Delight Kuilei Cliffs Beach Park can be found near Diamond Head Lighthouse on Diamond Head Road.  It is sometimes referred to as Diamond Head Beach Park.  As you walk down the paved pathway, take note of the sea cliffs and narrow beach.  While the beach is not a good place to swim because it is rocky, it is an ideal place for surfers to enjoy the waves in a less crowded space.  There was a steady stream of men and women heading down with their surfboards. It was fun watching them surf. You can also enjoy a view of the lighthouse as you descend the pathway.  It will be on the right side.  Depending on the number of surfers, that is usually plenty of parking in the pullouts.",Diamond Head Beach Park
12785515,Peacefully beach 🌊🌸 Gem beach walking from Waikiki which is very busy … this local surf beach is perfect if you want to have a sun bath .. with not people around ..very peacefully watching surfers ..,Diamond Head Beach Park
10270624,"Best lessons on the island! I had taken a few lessons on the island before but Polu Lani was the first time I felt really coached and comfortable surfing. John is one of the nicest, most aloha dudes I’ve met- made me feel safe, gave me constructive critiques, and helped me feel like I improved in just one session. I could not recommend Polu Lani surf school more, my only regret is that I didn’t find them sooner. Very excited to take what I learn here out on the water!!",Polu Lani Surf Lessons & Adventures
10270624,Awesome experience Great experience with John. It was mine and my 17 year old daughter’s first time surfing. She got up the first time and every time after that! It took me a couple times. John’s instruction made it easy and we loved surfing. The waves were perfect for beginners. It was one of the big highlights of our trip.,Polu Lani Surf Lessons & Adventures
10270624,Great experience! Would totally come back! Great experience! John is very knowledgeable and patient. Both myself and 17 year old daughter got up on the first try. It was everything you'd hope your first surfing experience would be; safe and fun!Had a few questions before booking and John was easy to reach and quick to reply. Got a late start on the day of the lesson but John totally made up for it with an epic video of my daughter surfing and taking her out again with the next lesson.  The meet up area is easy to find and parking is pretty easy and free.I highly recommend John and his company. He'll get you up surfing guaranteed.,Polu Lani Surf Lessons & Adventures
7220868,"Four months after a canceled trip and still no refund Don't use this company! I understand that the pandemic has affected everyone, especially travel companies, but this place is worthless. I had booked the Complete Pearl Harbor Tour for 4 adults ($600) for our trip in late April 2020. We canceled our trip in mid-March, and I immediately contacted the company. I repeatedly was told to please be patient, my refund would come. It's July 18, and I *STILL* don't have a refund. The company never made any effort to reach out to me during this time. I even went through the credit card company to dispute the charge, but because Royal Hawaiian Limousines uses some kind of shell website to process reservations and credit card charges, I'm still out $600.",Royal Hawaiian Limousine Tours
7220868,"Royal Hawaiian Limo, Woo Hoo... Jonathon our driver was a wealth of info as he grew up in Hawaii but also was famalir with our roots long island as his father migrated fron Long isalnd to Hawaii.That was cool as he made me feel at home on the Island. Great Ground service Tranportaion. Nice clean passenger Van.Free bottlr of water included.We went to Pearl Harbor.Great communacations for pick up. Easy Pick up after event. Good narrative  driving thru Wikiki,Pounch Bowl, Seeing The Fin of diamond point on the Freeway. Thank you Hawaiian Royal Limo.",Royal Hawaiian Limousine Tours
7220868,Excellent Tour but.... Excellent serivice on front end and with pick up and to the Arizona. Antonio was a little hard to understnd but friendly. Very helpful but see below on where he fell short. We were picked up at airport and expected to be taken back at end of tour but were told that we could not have complete tour by Antonio unless we we were left at a hotel at the end (insurance regulations). We eneded up making our own arrangements to get to airport from hotel area.Did not do this on our tour plus dropped us off downtown at hotel instead of back at airportDrive through Chinatown - did not do!Photo stop at King Kamehameha Statue -did not do!,Royal Hawaiian Limousine Tours
15748627,"Unforgettable Nador is, quite simply, an incredible guide. He’s an expert when it comes to the mountains on Oahu and knows the best places to take his clients. With Nandor’s guidance, I was able to do a lot of trails that I would have hesitated to attempt without professional guidance. The rewards were immense. I was able to see and view unforgettable peaks and valleys of Oahu. All the more, Nandor is just a great guy. He’s a pleasure to spend a day with. I can’t recommend Nandor enough. Finally, he’s also very reasonably priced (and frankly could get away with charging quite a bit more).",Hungaro Explorer
15748627,"Best Adventure Tour Service in Oahu, Love Love Love it!!! Hungaro Explorer guided me for an early morning hike to the crouching lion to see sunrise. It was a truly epic experience that I will never forget. Nandor is professional, encouraging and helpful throughout the hike, making it a fun and safe for us to enjoy. He took many amazing photos of the scenery and I felt like a super hero being artistically portrayed in the vast nature. I’m very grateful for the superb travel experience on my family’s holiday vacation. This is the best touring service I could hope for and I’d recommend to all my friends and family who will be visiting Oahu!",Hungaro Explorer
15748627,"Awsome hike My 21-year-old son and I had a great time with Nandor, and we highly recommend him. We hiked/climbed all three peaks of the Olomana 3 peaks trail. We would not have attempted this hike without an experienced guide. Nandor was with us each step of the way making sure we were safe especially during the second and third peaks when things got much more technical and dangerous. I will definitely use Nandor's services again next time we're in Oahu. He's also a great person by the way.",Hungaro Explorer
