location_id,text,name
4369065,"Definitely “No” I really don’t think that anyone goes to a Panda Express and expects an exceptional meal. You obviously get what you pay for, but in Hawaii, especially this location, the portions are small (compared to California) and the taste is bland. 4 different orders and 4 people disappointed. A good indicator would be the lack of people in line as compared to the other nearby food establishments. Avoid the Orange Chicken, Fried Rice, Beef Broccoli, Egg Rolls…in fact, avoid it altogether. The topper…4 meals and we were offered 4 packets of soy sauce and 4 packets of hot mustard. Only good point, soda was good and cold.",Panda Express
4369065,"Average food court Chinese Visited twice and slightly disappointed on both occasions. Fried rice lacking in true Asian flavours; orange chicken tasty but texture not light, heavy batter. Fortune cookies and quantity was generous.",Panda Express
500284,Zippy's your go to late night fast food local food People love this spot for a reason.  It's a classic in hawaii.  For me coming from the mainland it's just average.  I will definitely be coming back late at night when I'm hungry but if I had the choice during the day I'd go find something else.,Zippy's Restaurant
500284,"Hawaiian Denny's with something for everyone! Our party of 6 (DH, me, 2 boys ages 8 and 14, grandma and grandpa) stopped by after our tour on the nearby Hawaiian Plantation Village (which I covered in a separate review).We were seated quickly, service was attentive and the food was good.  It's nothing fancy, and apparently we are not the only ones who liken it to Denny's.  It has typical 'American' stuff on offer as well as dishes more typically 'Hawaiian' like loco moco.  I had Portuguese Bean soup and it was very good.  DH had saimin (uniquely Hawaiian noodle soup dish that is their riff on ramen).  He liked it.  The kids and grandparents enjoyed what they got and unlike so many other places we tried, this one didn't break the bank! As far as I'm concerned, this is a win-win all around!",Zippy's Restaurant
500284,"Vacation dinning Arrived in town on vacation wanted to try local restaurants, saw Zippy’s and stopped in to try it. Was seated quickly, service was good. Food came out perfectly and  was very tasty.  Reminds me of a Denny’s back at home. Would recommend to stop in and try it.",Zippy's Restaurant
434016,"Won’t leave hungry! Traditional Japanese meal in a laid back atmosphere. We were invited by friends to dinner when visiting the area and they suggested Kuni. We each ordered the dinner for two and there was so much food! Everything is served family style and meals include miso soup, Moyashi (bean sprouts),  tsukomona (Pickled cucumbers - my favorite), a lettuce salad with ginger dressing, namasu (A vinegar vegetable salad), Mac salad, and rice. We ordered the rib eye steak, tofu steak, chicken Katsu, shrimp tempura and sashimi. The meats all came sizzling hot. The steak was so tender and flavorful. The tempura shrimp perfectly crispy. The chicken and tofu were so good and the sashimi was delicious. There wasn’t anything we didn’t enjoy. We finished with the Donuts and enjoyed a beer with our meal. This was not just a meal but a whole experience and we enjoyed it! The restaurant is small and seating us first come first seated. As a meal experience takes time to enjoy there isn’t a lot of turn over in tables. We were there nearly 2 hours start to finish and actually closed the place down at 9pm. Once the plates of food start coming they don’t seem to end and it is so good you don’t want to leave anything! Price is great for the experience and quality and quantity of food.",KUNI Restaurant
434016,"Nostalgic charm - local Japanese restaurant and bar Located in the heart of Waipahu in a strip mall off Farrington Highway, this decades old restaurant has been in a time warp with its vinyl booth seating, home style local Japanese foods and ohana atmosphere.   Food is tasty,reasonably priced, and of good portions.  Their specialty is the teishoku combination, allowing you to select between one and three main dishes such as sashimi, misoyaki butterfish, and chicken katsu. If you have room, desserts are a bomb with their ice cream pies, such as watermelon and kona coffee. Come night time and you get complimentary KTV entertainment from the loosely separated Kuni's lounge, which also offers the same menu when the restaurant side is crowded.Most mom-and-pop shops have faded into the sunset with the coming of the national chains.  Home this place remains for decades to come, a local treasure.",KUNI Restaurant
434016,Kuni Duni A great family restaurant or for friends or if dining alone. The menu is comprehensive for basic Mexican food that is authentically prepared. Everything is fresh and made to order No surprises here!,KUNI Restaurant
813745,"Best surprise in years, best food and price. The kindness of the service was surpassed by the excellence of the food.  We had 3 sammies and a curry dish they were fresh, big, and tasty.  I will add this to my to eat list while in Honolulu.  I recommend the smoked Ahi. Price was awesome for the general area too.  Finally, I loved watching the generations  working together, so heart warming.",Andy's Sandwiches & Smoothies
813745,Yummy ahi melt and smoothie I had the ahi melt sandwich with a guava (plus other fruits) smoothie. The combination is healthy and yummy. The sauce they use is really yummy!There is no sit-in option so must eat it outside.  There is a park down the street from this place with a lot of shade and table/bench as well. Great combination!,Andy's Sandwiches & Smoothies
813745,So good! Can’t go wrong  So good! Can’t go wrong with the daily special (esp. Wednesday — curry mushroom chicken). Everyone who works there is nice :),Andy's Sandwiches & Smoothies
13159440,"Beautiful Event Space and Restaurant on Base Hale Ikena is a restaurant and event venue on Fort Shafter as part of the golf course. This is part of the U.S. Army Family and Morale, Welfare and Recreation (MWR) system, which has an office in the facility. We were invited to a wedding and reception and were impressed by how beautiful the grounds are, how comfortable the building is, and how delicious all the food is. You need proper ID to come here, unless you're part of a group, where you'll be issued a visitor badge. The facility has a large free parking lot with lots of shade trees in an otherwise hot and sunny area. Around the building is the golf course, which looks like green going in every direction. They have large clean restrooms, enough to accommodate multiple events happening simultaneously.As part of the event, we ate a full meal here. The staff was very friendly and efficient; everything was ready on time. The meal was fresh and delicious, everything cooked on site. The room itself was comfortable with nice furniture and lighting. I appreciated the fresh brewed unsweetened iced tea and water. For anyone eligible and looking for an event venue, this is a great choice.",Hale Ikena
13159440,"Awesome While visiting my friends on Oahu, I had the pleasure to go to Hale Ikena.  This sit down restaurant is located on a military base so you will need base access.  Catering to the golfing crowd, the menu has a pretty good selection.  My personal favorite was the prime rib sandwich, unfortunately it didn't come with au jus.  The food was fresh and made to order.  Pros: Prime rib sandwich.        Bottomless drinksCons: Service is slow at times.",Hale Ikena
5544902,It's healthy and good! I like stopping by any subway shop after a long walk to replenish my energy....:) The shop I enjoy a lot is owned by a Korean family on Pensacola Ave. The service is excellent and the sandwiches are always great!,Subway
8608034,"Our favorite place to eat in the area! We were very impressed with Both the quality and quantity of food you get for the price you pay, very inexpensive for Hawaii. There is more to choose from on the menu than just seafood, they have chicken and steak as well as some tasty desserts. I recommend the calamari shrimp and the Guava barbecue chicken! I miss this place!",Blue Water Shrimp & Seafood Alamoana Makai Market Food Court
8608034,"Decent food - walking distance for Hilton  Menu makes it look like cheap food, but it tastes and is presented much better. (Don’t judge a book)   We had Mahi mahi, burgers, shrimp and Kabul’s pig.    They will bring karafe of water and cups to table.    No need to order drinks unless otherwise desired.   Order an pay in line then they bring to your table.    I can see this place getting busy.   There are only 6-7 tables out front to use.   I’d recommend garlic shrimp or Kalua pig",Blue Water Shrimp & Seafood Alamoana Makai Market Food Court
8608034,Lobster is the best here Lobster is the best here and at $20 it’s a steal!! Always have to have it when we come to  Ala Moana. Crazy that such good food is served in a food court. Beautiful lobster beautiful sauce served with rice and salad and corn- the best!,Blue Water Shrimp & Seafood Alamoana Makai Market Food Court
434285,It's just a pub now; the restaurant side is closes. I hasn't been there in years and dropped by with my son. The waitress shooed us out saying no children it's a bar only....too bad..................,Shinsho TEI
434285,"SaYonara One of the many hidden gems that is now just a memory.  Great karaoke system with delicious food, friendly workers and patrons.  Noted for their ebi string beans, fried soba noodles and other local delicasies found only in Hawaii.  This was truly a unique local bar that few had the pleasure to experience.  Sayonara",Shinsho TEI
10300453,"Excellent all around  Everything we had was excellent: Kona pour over, Maui pour over, prosciutto bagel with an egg added, super green bowl. Very friendly service. Parking is easy in this area. In a residential area with a view of Diamondhead mountain.",Ars Cafe
10300453,"Great breakfast Always a fabulous avocado toast with pesto and feta cheese. You can choose your bread . Eggs perfectly poached. Coffee was great! House blend drip.Their banana bread is also very delicious and fresh.There was a great musician , playing guitar and singing. His name is Guy James, he plays there most Sundays and it really adds to the atmosphere. Staff very nice, helpful and friendly.",Ars Cafe
10300453,"Great coffee! Very good coffee (best I’ve had in Hawaii do far) and great breakfast.A little off the tourist strip, which is nice.There’s no table service, which could be a little confusing when you get there as there’s no signage to indicate this.",Ars Cafe
897863,"5 stars for their Spanish rolls 5 stars just for their Spanish rolls.  Bought a dozen and wish I would have gotten more.  Served hot and fresh.  Rolls are soft, buttery and with just the right amount of sugar.   I ate three in the car on the way home.   They have so many other choices but definitely don’t leave without buying the Spanish roll.",Nanding's Bakery
897863,Breakfast run I found myself running to this bakery every other day to get breakfast for the following day. They are excellent and at a great price.,Nanding's Bakery
897863,"Yummy fresh pasties Spanish rolls, pandesal, hot dog rolls all fresh and deeeelishious.  Small bakery and parking can be hard to find since there is other restaurants and offices in the same location. But if you haven’t been here it’s a place to come at least once to get those rolls.",Nanding's Bakery
16783418,"New Favorite Poke Place During one of my trips to Manoa Valley, I decided to stop by based on a relative’s recommendation.Some highlights:- not a lot of parking stalls behind the building- no one allowed inside so all ordering took place at the door.  - lines may seem long but it moved quickly- simple menu with poke bowls or poke by the weight- refrigerated case at the entrance showed all available poke options- quick service and friendly staff- not cheap but worth it Since I was trying to cut back on carbs I skipped the rice and just ordered poke itself.Kilauea fire ahi was good and spicy with the sufficient heat for my taste buds.The miso ginger tako was delicious and the right chew on the octopus.  I’ll make sure I have enough space in the stomach to try more during my next visit.",Off The Hook Poke Market
16783418,"As good and as fresh as it gets Had a friend recommend this place while we were visiting and could not have been better food.  always a little line, which is a good thing as the locals know where the good stuff is.  Missing this place on the mainland!!",Off The Hook Poke Market
16783418,"melts in your mouth Poke shops are popping up everywhere, but only a few are worthy of mention. This place is one of them. And don't be distracted by the long line - it moves quickly. I usually order the combination of 8 different types of poke.  Others order a poke bowl. The fish is fresh and the tastes are enchanting. It is located right next to Andy's, also a wonderful place for a sandwich or a smoothie.",Off The Hook Poke Market
433980,"Not an Okazuya with old school choices Food quality was not as good as old school style, seems like quality of ingredients suffers.  Taste was showing shortcuts were made.  Not bad, just not as good as others.",Nuuanu Okazu YA
433980,Okazuya Not to many okazuya places around. Always bought from Kabukis in Waimalu (Pearl City).  Called in to pre-order 8 bento boxes which I selected items for each box. Items selected were similar to what I normally order at Kabuki and pay around $10+ a box.  The day of pick up at Nuuanu Okazuya and told how much for the eight boxes I was horrified!  Each box was $20+. My total $180+. Never again! The people I gave the boxed lunches to said Kabukis is way better. Everyone could have gotten two boxed lunch each if I went to Kabukis and still get change!,Nuuanu Okazu YA
433980,"My favorite place to eat! This place has become my favorite place to go grab food in the morning!. They got all sorts of local favorite dishes. Furikake chicken is my favorite. add in the rice , spicy tofu and egg... oh man , now i'm super hungry thinking about it! I wish they stayed open longer so i can get some food after work.",Nuuanu Okazu YA
4162916,Ice Cream Take Away The ice cream store that you know from your childhood lives on with the same flavors and quality.  Take away.,Baskin-Robbins
4162916,"Tasty break in the day Food was good, service was prompt. Had the pina colada ice cream, I only wish they had a lemon sorbet in the heat of the day. The prices were reasonable.",Baskin-Robbins
4162916,"kids loved it at the Sheraton pool, what a great idea, and you can sit outside and eat, so kids can make a mess, so no big deal. :)",Baskin-Robbins
17393007,"Great Sandwiches and Wraps with Friendly Service at Camp Smith Grabbed lunch with some co-workers at this Subway location at Camp Smith.  The subway team talked me in to trying the new Sesame Chicken wrap, and it was divine!!!  A positive experience!!!",Subway
16868664,"Artisan Chocolates at their Best Choco Leʻa is located in a quaint house-like building, right around the corner from the Morning Glass Cafe. Any annoyances of making your way up to Manoa are quickly dispelled by the highest quality, beautifully hand-crafted and elegantly packaged, luscious artisan chocolates, made with cacao from around the world and from Hawaiʻi. While there are products such as chocolate clusters with Macadamia nuts and the like, we like the truffles the best. Favorite flavors include Kona coffee, vanilla bean, ginger, matcha, lychee, yuzu and lilikoi. The staff is friendly, polite and know the products very well.We have heard stories of Choco leʻa gifts that did not make it back to the mainland because they were consumed on the airplane - anyone could be forgiven for that. Best be sure to get enough for yourself and to share.",Choco le'a
16868664,"Charismatic at choco le’a Wanted to find a local and unique chocolate shop, producing locally sourced cocoa, and fillings. This is the place! Friendly and helpful staff, bonus the area is nestled in the hills above Honolulu and provides a beautiful back drop to the flora and fauna.",Choco le'a
16868664,"Artisan chocolate that is at the top of a chocoholic's list! I live in San Francisco, home to some pretty good chocolate, and have sampled chocolates all over the world, including Belgium.  Choco le'a is made from cacao grown in Hawaii, and is very very difficult to find because the production is so small.  The chocolate is incredibly fragrant and delicious, reminiscent of a fine Belgian chocolate with hints of coffee, deep fruit tones, and exquisite silkiness on the tongue.  Flavor lingers a long time.  I cannot recommend it enough.  Try the exotic local flavored truffles (lychee, yuzu are especially good), chocolate dipped fruit, or the always-perfect meltables.",Choco le'a
24821257,"Great place and service We wanted something different and by the water and glad we checked this out.  Service and atmosphere was great!  My food review is going to sound contradictory.  The food was really yummy!  With that said, my Mom’s salmon was very undercooked when she specifically asked for it not to be and my wife and my steaks were cooked well done when we asked for medium.  Again, with that said, the flavor was really there with the toppings and sauces and the presentation was beautiful.  The calamari was beautiful but overdone and chewy too.  The drinks were really yummy too and highly recommend the burrata salad!!",Upstairs At Pier 38
24821257,"Disappointed Had dinner reservations for my mother's 95th. Food was good but service was terrible! Appetizer plates were left until after dinner plates were delivered, dinner plates were left until after our ""cake service"". ""Cake Service"" charge of $15.00 includes bringing your own cake, they hold it for you, then bring it to your table with plates, along with a serving knife, that's all. Details to service was extremely poor: no ketchup with french fries, no steak knives for steak entrees, no follow up on how satisfied we were with the entrees. Service staff, except for one, pretty much disappeared after the entrees were presented. Live music (until 8pm) was way too loud for dinner evening conversations. The manager never did stop by our table, altho' he did so with other tables and people he was familiar with. Prices are a bit higher than downstairs. Previous visits were much better, but I am doubtful about returning.",Upstairs At Pier 38
24821257,Good Food and Good Service The food was good.  The service was excellent.  Decent view.  I would definitely return.  Reservations suggested.,Upstairs At Pier 38
21258414,"Good chef made food Went to the ""FEAST"" by Chef Matsubara I ordered the hilo hamburger steak with 2oz extra mushroom gravy and umami mac potato salad. It comes with rice of course as the starch. I also got 2X sambal chili sauce and chili peppa water. I drive all the way from mililani so might as well get more than just the plate. Prices are reasonable considering the owner is a well established and experienced chef in Oahu. Employee on the phone was pleasant I called to let them know I was coming down for pickup. I went in the restaurant and it's a nice place and I saw Jon there and made small talk with him. He's a cool guy and had a good conversation with him and he got to know my background and I got to know his. I found the feast on YouTube channel ""Where Hawaii eats"" with Anne Lee. I didn't know he had a restaurant but knew he was a chef with the greats of Alan Wong and others. He has a diverse background in the culinary industry. So yeah it was pretty cool talking with him that alone was worth going all the way down to manoa. So I got home and tried the hamburger steak it was very good one of the best I had. The patty was soft and big island local beef which is better than mainland beef and why support mainland conglomerates we should be supporting our local kamaaina establishments here that's our kuleana. The mushroom gravy was awesome best I had it's a dark brown gravy. I could eat that over only rice that's how good it was. Mac salad was good too with plenty flavor. I enjoyed my meal and will be supporting and patronizing the ""Feast"" as much as I can. You guys should come here and support this local business with chef experienced cooking",FEAST by Jon Matsubara
21258414,"FEAST.... Indeed it is... If you enjoy the experience of the most delicious, authentic lobster, packed into a buttery roll this will be a dream come true.  We love lobster rolls and so often they disappoint.  This was not only the best we have ever had, but we liked it so much we had to order another one.  The place is super casual, walk up, place your order and take a seat.  We enjoyed sitting outside in the beautiful weather while our order was prepared.  Very simple place, because when you have outstanding food, you don't need to mask it with a forced ambience.  We travel to Hawaii as often as we can and this is hands down a place we will ALWAYS be returning to enjoy a meal.  If you understand how expensive lobster is anywhere you will appreciate how fresh, well prepared and authentic these lobster rolls truly are... if you are used to fast food, created in mass for a lower price, this will not be for you.  The service is friendly in this casual spot and you can even pick up some to go items if you like.  Nothing fancy, the food speaks for itself and it's telling you to not miss this opportunity to enjoy something very unique.",FEAST by Jon Matsubara
21258414,"Rubbish Rubbish food.  We stopped by to pick up a lobster roll and a Feast Deluxe,  what a total let down.  Lobster roll was cold as if they microwaved it before serving.   Fries were hard and oily The Feast Deluxe was horrible,  the chicken was dry and looked like it was a day old.  All the hype on this chef was just hype.   Horrible food outrageous priced,  small portions.  Skip this place  save your money this place is rubbish.",FEAST by Jon Matsubara
823345,Try it you’ll like it Friendly and helpful staff.  The food is tasty and they are large portions.  Fresh toppings make a delicious meal. Food court setting.,Senor Pepe
823345,"Great for Mexican Fast Food We were passing by the Mall and Hungry,  so decided to go in look for Mexican choicesFound this place that had lots of varieties for 4 people in our group.  the staff was very good in service and explaining options.",Senor Pepe
823345,"Senor Pepe Located in the foodhall at Ala Moana Shopping Centre.  One of a large number of food stalls.  I ordered a chicken soft taco with mashed black beans & potato for $14.25.  It came with two tacos and help your self to the condiments with small capsules to flll and take away.  Keep you receipt and the next time you get two orders for the price of one.  The order is paced in a bag worthy of taking away.Sufficient enough for a meal.Will go back again.   Because it is in the food hall, there are plenty of tables and chairs to eat on ste.",Senor Pepe
4498113,"Barely a beverage, mostly ice I've always heard fellow Europeans complain about the American habit of selling a beverage that is mostly ice cubes. I'd never known it was a problem, as an American myself. Usually there are free refills so it's not an issue. However, I suppose there are circumstances where they are right - like today at the mall's food court. No free refills.We got our drink, a Fanta, and it was so good we drank a bit of it before our food was ready. The cup felt so heavy, we thought we had a lot of drink left. Wrong. It was mostly ice - huge ice cubes that don't melt at all, they just fill the cup.I actually had to complain and try to get more beverage. I had to cut in line to do this, very uncomfortable, and I said, ""I'm very thirsty and you gave me a cup of mostly ice."" They replied (2 of them), ""We don't have free refills"" My husband had told me, ""It cannot be called a refill if they don't fill it in the first place, haha."" But I just repeated myself, ""I'm very thirsty and you gave me a cup of mostly ice."" They looked pissed off but they took the cup (against covid regulations, CERTAINLY) and put a bit more beverage in the cup still filled with ice. *sigh* So you Europeans are right afterall, in certain places, Americans will sell you straight up a large beverage filled to the rim with ice, and only a tiny bit of what you paid for. Sad. I hate to be wrong : )",Charleys Cheesesteaks
4498113,Well..... We were in the Ala Moana Shopping center.  We were hungry.  My husband chose Cheesesteak.It was barely passable as cheesesteak.  Not really all that good.Very messy to eat.Wouldn't eat there again.,Charleys Cheesesteaks
4498113,Good Philly Cheesesteak Charley's Philly Steaks is located in the food court at the Ala Moana Center. Good food and service reasonably priced.,Charleys Cheesesteaks
2145952,Great bread selections and pastries Great sandwiches and breads maid fresh daily and a great food for lunch as their pesto chicken is great as well as pastries.,Fendu Boulangerie
2145952,"One of the best Croissant, Period. I always stopped by for their chocolate croissant. It is perfection, because they are very generous with the important ingredient, butter... I honestly thought it can only be compared with croissant that we ate in Tiquaton, Paris. Their bread is also good. A  bit on a pricey side compared to Brug or other bakery, but it’s worth it. I actually don’t mind the price if it is good, which they are. My only reason to give 4 instead of 5 stars are the variety of their bakery items. Very limited. They also run out of Croissant often...",Fendu Boulangerie
2145952,"Good selection of breads they do have a daily special. We ordered filled rolls,bread was fresh and the fillings were generous and tasty,service slow.A selection of muffins,fresh pastries and pizza.Open seven days.",Fendu Boulangerie
4847295,"Excellent pizza...if you can find it! This place is located in an industrial warehouse area just off the H1 freeway (take the Aiea/ Halawa exit from Honolulu and take a right at first light, a left at the next light, and then a very quick right). Read great reviews about the pizza and those are true - the crust is crispy and baked just right. Our supreme had just the right amount of fillings, the pie was not greasy, the vegetables were cooked but not overcooked.  We parked right outside, called in the order, and the pizza was delivered to our car ten minutes later.  We took the pie to a nearby park to eat; there's really no seating at the site. They take plastic and are really friendly.",Honolulu Pizza Company
15672624,"Variety of Eateries!  This was a great place to eat before COVID.  Still is but not as good since most shops have closed down.  They have Vietnamese food, Filipino, Japanese food as well.  You can even get your clothes altered their while you eat so very convenient for sure.  There was a post office but they closed down.  Lots of random shops there you can check out and a huge eating area.  Lots of hidden gems.  Go check them out!",Moanalua 99
15672624,"Food court galore This food court is located inside the old 99 Ranch market location and has so many choices of places to eat that sometimes it’s difficult to make a decision. They have everything from pancakes, burgers, stirfry, lau lau, Ramen, Vietnamese food, and even a bakery! The prices are very reasonable and there is a huge seating area with many places to sit.Although the building is a little old, the restaurants are all delicious and we have enjoyed every meal that we have had there so far.Please keep in mind that it does get very very busy during the lunch time and dinner time so please plan accordingly.",Moanalua 99
15672624,Food Court Every kind of ethnic food you could want in a food court setting. I choose falafel and it was fine.  Would I go back? No. You can find this food most anywhere on Oahu.,Moanalua 99
2309172,"Long Wait for Average Food 40 minutes before we got our food: We arrived at 7 pm to grab takeout and bring it back to our hotel. There was a long line outside and many phoned in orders ahead of us we soon learned.Small crowded kitchen: The kitchen didn't seem equipped to handle the amount of orders they had. One chef and a couple of assistants who were slapping things together. The small grill had fish, chicken, and burgers all crowding the space. Here is where most items get a generous layer of their store bought ""cajun"" seasoning. Average at best: Burritos are more like wraps. The fish was dry/overcooked. My daughter said her burger tasted ""sweet"" so flavor was off and she couldn't eat it. Coleslaw was not cold so I was afraid to eat that. Atmosphere: Young, hip. Lots of young locals and a few tourists.  There is a small amount of seating in a back room that doubles as pantry/storage. Feels like fast food but it takes too long if you don't call in your order.Bottom line: Based on reviews we were excited to try it, but unfortunately we were very disappointed and went to be hungry. If you go maybe try to miss the rush. Perhaps that would produce a better result.",South Shore Grill
