price_level,longitude,web_url,num_reviews,latitude,address_obj,cuisine,name,rating,awards,website,hours,photo_count,phone,subratings,ranking_data,write_review,see_all_photos,neighborhood_info,ancestors,trip_types,review_rating_count,category,timezone,email,description,subcategory,rating_image_url,location_id
,139.73651,https://www.tripadvisor.com/Restaurant_Review-g1066454-d13161884-Reviews-Toritomo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,0,35.55506,"{'street1': '3-11-15 Nishikojiya', 'city': 'Ota', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '144-0034', 'address_string': '3-11-15 Nishikojiya, Ota 144-0034 Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Toritomo,,[],,,0,+81 3-3743-1986,{},,https://www.tripadvisor.com/UserReview-g1066454-d13161884-Toritomo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066454-d13161884-m66827-Reviews-Toritomo-Ota_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]","[{'level': 'Municipality', 'name': 'Ota', 'location_id': '1066454'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",,"{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,"[{'name': 'sit_down', 'localized_name': 'Sit down'}]",,13161884
,139.74017,https://www.tripadvisor.com/Restaurant_Review-g1066457-d5053678-Reviews-Yuyu-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,2,35.702774,"{'street1': '3-5 Tsukudocho', 'street2': '2nd SK Bldg. 1F', 'city': 'Shinjuku', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '162-0821', 'address_string': '3-5 Tsukudocho 2nd SK Bldg. 1F, Shinjuku 162-0821 Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Yuyu,3.5,[],,,0,+81 3-3266-0277,"{'0': {'name': 'rate_food', 'localized_name': 'Food', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.5.svg', 'value': '4.5'}, '1': {'name': 'rate_atmosphere', 'localized_name': 'Atmosphere', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.0.svg', 'value': '3.0'}, '2': {'name': 'rate_service', 'localized_name': 'Service', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.5.svg', 'value': '3.5'}, '3': {'name': 'rate_value', 'localized_name': 'Value', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.0.svg', 'value': '3.0'}}","{'geo_location_id': '1066457', 'ranking_string': '#5,495 of 10,206 Places to Eat in Shinjuku', 'geo_location_name': 'Shinjuku', 'ranking_out_of': '10206', 'ranking': '5495'}",https://www.tripadvisor.com/UserReview-g1066457-d5053678-Yuyu-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066457-d5053678-m66827-Reviews-Yuyu-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '20928862', 'name': 'Shinjuku / Nakano / Suginami'}, {'location_id': '7278769', 'name': 'Yotsuya / Iidabashi'}]","[{'level': 'Municipality', 'name': 'Shinjuku', 'location_id': '1066457'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '1'}]","{'1': '0', '2': '0', '3': '1', '4': '1', '5': '0'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,"[{'name': 'sit_down', 'localized_name': 'Sit down'}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg,5053678
,139.73924,https://www.tripadvisor.com/Restaurant_Review-g1066454-d14795405-Reviews-Dontaku-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,0,35.55505,"{'street1': '3-9-15 Nishikojiya', 'city': 'Ota', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '144-0034', 'address_string': '3-9-15 Nishikojiya, Ota 144-0034 Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Dontaku,,[],,,0,+81 3-3745-0436,{},,https://www.tripadvisor.com/UserReview-g1066454-d14795405-Dontaku-Ota_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066454-d14795405-m66827-Reviews-Dontaku-Ota_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278774', 'name': 'Haneda / Kamata'}]","[{'level': 'Municipality', 'name': 'Ota', 'location_id': '1066454'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",,"{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,[],,14795405
$$ - $$$,139.7369,https://www.tripadvisor.com/Restaurant_Review-g1066451-d12030799-Reviews-DC_BBQ-Minato_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,47,35.65191,"{'street1': '1-7-37 Minamiazabu', 'street2': '2F Olympic Inn Azabu', 'city': 'Minato', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '106-0047', 'address_string': '1-7-37 Minamiazabu 2F Olympic Inn Azabu, Minato 106-0047 Tokyo Prefecture'}","[{'name': 'american', 'localized_name': 'American'}, {'name': 'barbecue', 'localized_name': 'Barbecue'}, {'name': 'dining_bars', 'localized_name': 'Dining bars'}]",DC BBQ,4.5,[],http://dc-bbq.com/,"{'periods': [{'open': {'day': 1, 'time': '0700'}, 'close': {'day': 1, 'time': '1000'}}, {'open': {'day': 2, 'time': '0700'}, 'close': {'day': 2, 'time': '1000'}}, {'open': {'day': 2, 'time': '1130'}, 'close': {'day': 2, 'time': '1500'}}, {'open': {'day': 2, 'time': '1700'}, 'close': {'day': 2, 'time': '2200'}}, {'open': {'day': 3, 'time': '0700'}, 'close': {'day': 3, 'time': '1000'}}, {'open': {'day': 3, 'time': '1130'}, 'close': {'day': 3, 'time': '1500'}}, {'open': {'day': 3, 'time': '1700'}, 'close': {'day': 3, 'time': '2200'}}, {'open': {'day': 4, 'time': '0700'}, 'close': {'day': 4, 'time': '1000'}}, {'open': {'day': 4, 'time': '1130'}, 'close': {'day': 4, 'time': '1500'}}, {'open': {'day': 4, 'time': '1700'}, 'close': {'day': 4, 'time': '2200'}}, {'open': {'day': 5, 'time': '0700'}, 'close': {'day': 5, 'time': '1000'}}, {'open': {'day': 5, 'time': '1130'}, 'close': {'day': 5, 'time': '1500'}}, {'open': {'day': 5, 'time': '1700'}, 'close': {'day': 5, 'time': '2200'}}, {'open': {'day': 6, 'time': '0700'}, 'close': {'day': 6, 'time': '1000'}}, {'open': {'day': 6, 'time': '1130'}, 'close': {'day': 6, 'time': '1500'}}, {'open': {'day': 6, 'time': '1700'}, 'close': {'day': 6, 'time': '2200'}}, {'open': {'day': 7, 'time': '0700'}, 'close': {'day': 7, 'time': '1000'}}, {'open': {'day': 7, 'time': '1130'}, 'close': {'day': 7, 'time': '1500'}}, {'open': {'day': 7, 'time': '1700'}, 'close': {'day': 7, 'time': '2200'}}], 'weekday_text': ['Monday: 07:00 - 10:00', 'Tuesday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00', 'Wednesday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00', 'Thursday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00', 'Friday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00', 'Saturday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00', 'Sunday: 07:00 - 10:00,  11:30 - 15:00,  17:00 - 22:00']}",54,+81 3-6435-1286,"{'0': {'name': 'rate_food', 'localized_name': 'Food', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.0.svg', 'value': '4.0'}, '1': {'name': 'rate_service', 'localized_name': 'Service', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.5.svg', 'value': '4.5'}, '2': {'name': 'rate_value', 'localized_name': 'Value', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.5.svg', 'value': '4.5'}}","{'geo_location_id': '1066451', 'ranking_string': '#363 of 12,430 Places to Eat in Minato', 'geo_location_name': 'Minato', 'ranking_out_of': '12430', 'ranking': '363'}",https://www.tripadvisor.com/UserReview-g1066451-d12030799-DC_BBQ-Minato_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066451-d12030799-m66827-Reviews-DC_BBQ-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278767', 'name': 'Odaiba / Shiodome / Shinbashi'}]","[{'level': 'Municipality', 'name': 'Minato', 'location_id': '1066451'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '2'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '5'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '8'}, {'name': 'family', 'localized_name': 'Family', 'value': '3'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '25'}]","{'1': '3', '2': '2', '3': '4', '4': '6', '5': '32'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,kitadeya@dc-bbq.com,"12 hours smoked, ultimate BBQ The slow and low smoking creates a total black chunk of meat, which not only gives you a soft and tender chunkiness to the meat, but also a very strong smoky flavor to our dishes.","[{'name': 'sit_down', 'localized_name': 'Sit down'}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,12030799
,139.85365,https://www.tripadvisor.com/Restaurant_Review-g1066445-d7490135-Reviews-Tokyo_Rinkai_Hospital_Gourmet_Plaza-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,1,35.652103,"{'street1': '1-4-2 Rinkaicho', 'city': 'Edogawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'address_string': '1-4-2 Rinkaicho, Edogawa Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Tokyo Rinkai Hospital Gourmet Plaza,3.0,[],,,0,+81 3-3877-6801,{},"{'geo_location_id': '1066445', 'ranking_string': '#962 of 3,026 Places to Eat in Edogawa', 'geo_location_name': 'Edogawa', 'ranking_out_of': '3026', 'ranking': '962'}",https://www.tripadvisor.com/UserReview-g1066445-d7490135-Tokyo_Rinkai_Hospital_Gourmet_Plaza-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066445-d7490135-m66827-Reviews-Tokyo_Rinkai_Hospital_Gourmet_Plaza-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,[],"[{'level': 'City', 'name': 'Edogawa', 'location_id': '1066445'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '1'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]","{'1': '0', '2': '0', '3': '1', '4': '0', '5': '0'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,"[{'name': 'sit_down', 'localized_name': 'Sit down'}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-66827-5.svg,7490135
,139.73866,https://www.tripadvisor.com/Restaurant_Review-g1066457-d9933663-Reviews-Kikuzushi-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,0,35.70285,"{'street1': '1-15 Shiroganecho', 'city': 'Shinjuku', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '162-0816', 'address_string': '1-15 Shiroganecho, Shinjuku 162-0816 Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Kikuzushi,,[],,,0,+81 3-3260-3751,{},,https://www.tripadvisor.com/UserReview-g1066457-d9933663-Kikuzushi-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066457-d9933663-m66827-Reviews-Kikuzushi-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278769', 'name': 'Yotsuya / Iidabashi'}]","[{'level': 'Municipality', 'name': 'Shinjuku', 'location_id': '1066457'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",,"{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,[],,9933663
$$ - $$$,139.74008,https://www.tripadvisor.com/Restaurant_Review-g1066854-d3827830-Reviews-Choushimaru_Oi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,31,35.603218,"{'street1': '3-6-15 Higashioi', 'city': 'Shinagawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '140-0011', 'address_string': '3-6-15 Higashioi, Shinagawa 140-0011 Tokyo Prefecture'}","[{'name': 'sushi', 'localized_name': 'Sushi'}, {'name': 'japanese', 'localized_name': 'Japanese'}]",Choushimaru Oi,4.0,[],https://stores.choushimaru.co.jp/146,"{'periods': [{'open': {'day': 1, 'time': '1100'}, 'close': {'day': 1, 'time': '2100'}}, {'open': {'day': 2, 'time': '1100'}, 'close': {'day': 2, 'time': '2100'}}, {'open': {'day': 3, 'time': '1100'}, 'close': {'day': 3, 'time': '2100'}}, {'open': {'day': 4, 'time': '1100'}, 'close': {'day': 4, 'time': '2100'}}, {'open': {'day': 5, 'time': '1100'}, 'close': {'day': 5, 'time': '2100'}}, {'open': {'day': 6, 'time': '1100'}, 'close': {'day': 6, 'time': '2100'}}, {'open': {'day': 7, 'time': '1100'}, 'close': {'day': 7, 'time': '2100'}}], 'weekday_text': ['Monday: 11:00 - 21:00', 'Tuesday: 11:00 - 21:00', 'Wednesday: 11:00 - 21:00', 'Thursday: 11:00 - 21:00', 'Friday: 11:00 - 21:00', 'Saturday: 11:00 - 21:00', 'Sunday: 11:00 - 21:00']}",16,+81 3-5753-2025,"{'0': {'name': 'rate_food', 'localized_name': 'Food', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.0.svg', 'value': '4.0'}, '1': {'name': 'rate_atmosphere', 'localized_name': 'Atmosphere', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.0.svg', 'value': '4.0'}, '2': {'name': 'rate_service', 'localized_name': 'Service', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.5.svg', 'value': '3.5'}, '3': {'name': 'rate_value', 'localized_name': 'Value', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.5.svg', 'value': '3.5'}}","{'geo_location_id': '1066854', 'ranking_string': '#131 of 4,132 Places to Eat in Shinagawa', 'geo_location_name': 'Shinagawa', 'ranking_out_of': '4132', 'ranking': '131'}",https://www.tripadvisor.com/UserReview-g1066854-d3827830-Choushimaru_Oi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066854-d3827830-m66827-Reviews-Choushimaru_Oi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278774', 'name': 'Haneda / Kamata'}, {'location_id': '20928861', 'name': 'Shinagawa / Kamata / Haneda'}]","[{'level': 'Municipality', 'name': 'Shinagawa', 'location_id': '1066854'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '3'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '4'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '4'}, {'name': 'family', 'localized_name': 'Family', 'value': '13'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '4'}]","{'1': '0', '2': '1', '3': '9', '4': '17', '5': '4'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,"[{'name': 'sit_down', 'localized_name': 'Sit down'}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-66827-5.svg,3827830
,139.7369,https://www.tripadvisor.com/Restaurant_Review-g1066451-d1676958-Reviews-Hyakumison_Kosen-Minato_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,6,35.651974,"{'street1': 'Minamiazabu', 'street2': '', 'city': 'Minato', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '106-0047', 'address_string': 'Minamiazabu, Minato 106-0047 Tokyo Prefecture'}","[{'name': 'japanese', 'localized_name': 'Japanese'}]",Hyakumison Kosen,4.5,[],,,10,+81 3-5476-5055,"{'0': {'name': 'rate_food', 'localized_name': 'Food', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss5.0.svg', 'value': '5.0'}, '1': {'name': 'rate_service', 'localized_name': 'Service', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss5.0.svg', 'value': '5.0'}, '2': {'name': 'rate_value', 'localized_name': 'Value', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss4.5.svg', 'value': '4.5'}}","{'geo_location_id': '1066451', 'ranking_string': '#3,723 of 12,430 Places to Eat in Minato', 'geo_location_name': 'Minato', 'ranking_out_of': '12430', 'ranking': '3723'}",https://www.tripadvisor.com/UserReview-g1066451-d1676958-Hyakumison_Kosen-Minato_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066451-d1676958-m66827-Reviews-Hyakumison_Kosen-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278767', 'name': 'Odaiba / Shiodome / Shinbashi'}]","[{'level': 'Municipality', 'name': 'Minato', 'location_id': '1066451'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '1'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '2'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '1'}]","{'1': '0', '2': '0', '3': '0', '4': '2', '5': '2'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,"[{'name': 'sit_down', 'localized_name': 'Sit down'}]",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-66827-5.svg,1676958
,139.77902,https://www.tripadvisor.com/Restaurant_Review-g14129643-d9941209-Reviews-Marlena-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,4,35.65281,"{'street1': '4-7-28', 'city': 'Harumi', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '104-0053', 'address_string': '4-7-28, Harumi, Chuo 104-0053 Tokyo Prefecture'}",[],Marlena,3.5,[],,,0,+81 3-5560-2833,"{'0': {'name': 'rate_food', 'localized_name': 'Food', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.0.svg', 'value': '3.0'}, '1': {'name': 'rate_service', 'localized_name': 'Service', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.0.svg', 'value': '3.0'}, '2': {'name': 'rate_value', 'localized_name': 'Value', 'rating_image_url': 'https://static.tacdn.com/img2/ratings/traveler/ss3.0.svg', 'value': '3.0'}}","{'geo_location_id': '14129643', 'ranking_string': '#36 of 59 Places to Eat in Harumi', 'geo_location_name': 'Harumi', 'ranking_out_of': '59', 'ranking': '36'}",https://www.tripadvisor.com/UserReview-g14129643-d9941209-Marlena-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g14129643-d9941209-m66827-Reviews-Marlena-Harumi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html#photos,"[{'location_id': '7278765', 'name': 'Ginza / Tokyo Nihonbashi'}]","[{'level': 'City', 'name': 'Harumi', 'location_id': '14129643'}, {'level': 'Municipality', 'name': 'Chuo', 'location_id': '1066444'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '1'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '1'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '2'}]","{'1': '0', '2': '0', '3': '3', '4': '1', '5': '0'}","{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,[],https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-66827-5.svg,9941209
,139.8728,https://www.tripadvisor.com/Restaurant_Review-g1066445-d19777580-Reviews-Star_Limousine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,0,35.65281,"{'street1': '2-1-25 Minamikasai', 'city': 'Edogawa', 'state': 'Tokyo Prefecture', 'country': 'Japan', 'postalcode': '134-0085', 'address_string': '2-1-25 Minamikasai, Edogawa 134-0085 Tokyo Prefecture'}",[],Star Limousine,,[],,,0,+81 3-6808-5533,{},,https://www.tripadvisor.com/UserReview-g1066445-d19777580-Star_Limousine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html?m=66827,https://www.tripadvisor.com/Restaurant_Review-g1066445-d19777580-m66827-Reviews-Star_Limousine-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html#photos,[],"[{'level': 'City', 'name': 'Edogawa', 'location_id': '1066445'}, {'level': 'Region', 'name': 'Tokyo', 'location_id': '298184'}, {'level': 'State', 'name': 'Tokyo Prefecture', 'location_id': '1023181'}, {'level': 'Region', 'name': 'Kanto', 'location_id': '298156'}, {'level': 'Country', 'name': 'Japan', 'location_id': '294232'}]","[{'name': 'business', 'localized_name': 'Business', 'value': '0'}, {'name': 'couples', 'localized_name': 'Couples', 'value': '0'}, {'name': 'solo', 'localized_name': 'Solo travel', 'value': '0'}, {'name': 'family', 'localized_name': 'Family', 'value': '0'}, {'name': 'friends', 'localized_name': 'Friends getaway', 'value': '0'}]",,"{'name': 'restaurant', 'localized_name': 'Restaurant'}",Asia/Tokyo,,,[],,19777580
